Category;SubCategory;ArticleNumber;ArticleName;ArticleDescription;Colour;ArticleURL;ImageURL;OldPrice;NewPrice;Quantity
Для детей;Девочки;746456;Jeggings;Bequemer Gummizug in der Taille. Taschensteppnähte vorn. Gesäßsattel. Pflegeleichte, elastische Jerseyqualität. Produkttyp: Jeggings. Qualitätshinweise: Hautfreundlich Schadstoffgeprüft. Material: Schwere Jerseyware. Passform: sehr schmale Form. Beinform: eng. Beinlänge: lang. Leibhöhe: etwas niedriger. Bund + Verschluss: Rundum-Gummizug. Taschenanzahl: ohne. Vorder- und Seitentaschen: Taschen imitiert. Gesäßtaschen: ohne. Beinabschluss: Kante abgesteppt. Optik: uni. Pflegehinweise: Maschinenwäsche. Auslieferung: liegend. Materialzusammensetzung: rot, Schwarz, Anthrazit, Blau: Obermaterial 2: 60% Baumwolle, 35% Polyester, 5% Elasthan. Blau, Gelb, Schwarz, Grün, mint, Anthrazit: Obermaterial: 60% Baumwolle, 35% Polyester, 5% Elasthan.;grün;http://www.corso.de/products/746456~Jeggings.html;http://www.corso.de/images/generated/media/b8d8bcc83fab9d11920b18abd37174.jpg;30,79000;6,71000;1
Для детей;Девочки;849187;Fleecejacke Kangar;Produkttyp: Fleecejacke. Qualitätshinweise: Hautfreundlich Schadstoffgeprüft. Material: Fleece. Farbe: Grau. Passform: taillierte Form. Schnittform/Länge: hüftlang. Ausschnitt: Kragen. Kragen: hoher Stehkragen. Verschlussart: Reißverschluss verdeckt. Ärmelstil: Langarm. Armabschluss: Bündchen mit Daumenloch. Taschen: Reißverschlusstaschen. Saumabschluss: Kante abgesteppt. Applikationen: Stickerei. Optik: kariert. Pflegehinweise: Maschinenwäsche. Auslieferung: liegend. Materialzusammensetzung: Obermaterial: 100% Polyester.;karo grau;http://www.corso.de/products/849187~Fleecejacke-Kangar.html;http://www.corso.de/images/generated/media/a25bcdde9cb04d70e8cd832136242f52.jpg;51,79000;10,35000;1
Для детей;Девочки;718331;Schmale Jeans;Mix aus 98% Baumwolle und 2% Elasthan.;flieder;http://www.corso.de/products/718331~Schmale-Jeans.html;http://www.corso.de/images/generated/media/d610ecb99a7d9a9aed1166e05d7496f.jpg;44,79000;7,27000;1
Для детей;Девочки;872493;Shorts;Mit kleinen Bundfalten und Umschlag. Mit süßem Blümchendruck. Verstellbarer Gummizug hinten bis Gr. 146, Druckknopf vorn bis Gr. 134. 100% Baumwolle.;blue used ki;http://www.corso.de/products/872493~Shorts.html;http://www.corso.de/images/generated/media/45b7f2dd2cf0e293b9b769de3a6ff4f3.jpg;47,59000;7,83000;1
Для детей;Девочки;303075;Hemd;Mit Kentkragen, Knopfleiste und dezenter Brusttasche. Bügelfrei. Trageangenehme, pflegeleichte Qualität.. Passform: tailliert. Verschluss: Knopfleiste.;violett;http://www.corso.de/products/303075%7C12802K00~Hemd.html;http://www.corso.de/images/generated/media/20317716b8dc72beb9d1c02326f6e41.jpg;72,73000;17,49000;1
Для детей;Девочки;742079;Bermuda Blumen;Kangaroos Shorts. Süße allover bedrucke Kangaroos Blümchenshorts mit kleinem Umschlag am Saum und Logo Stickerei auf der Tasche. Innen im Bund verstellbar bis Gr. 146. Praktischer Druckknopf bis Gr. 134. Optik: geblümt. Waschung: ja. Länge: kurz. Leibhöhe: normal. Material: 100% Baumwolle. Verschlussart: Reißverschluss. Vordertaschen: ja. Gesäßtaschen: ja. Knopfart: Jeansknopf. Breite der Gürtelschlaufe: 4cm. Pflegehinweise: Maschinenwäsche.;allover;http://www.corso.de/products/742079~Bermuda-Blumen.html;http://www.corso.de/images/generated/media/a51f7cfe7ca4f6e4a7b45b7bc6f3497.jpg;58,79000;8,39000;1
Для детей;Девочки;872485;Shorts;100% Baumwolle.;grey denim m;http://www.corso.de/products/872485~Shorts.html;http://www.corso.de/images/generated/media/55a31c7f5335889dc541a461971613d5.jpg;41,99000;6,43000;1
Для детей;Девочки;841628;Hemd;Ein moderner Klassiker: unifarbenes Hemd von Bruno Banani mit Stoffeinsätzen in Kragen und Ärmel für kontrastreiche Outfits in der Freizeit und stilvolle Eleganz beim Business. Produkttyp: Businesshemd. Passform: Taillierte Passform. Pflegehinweise: Maschinenwäsche. Materialzusammensetzung: Obermaterial: 100% Baumwolle.;orange;http://www.corso.de/products/841628~Hemd.html;http://www.corso.de/images/generated/media/d87cc625a5e6ee764ae3d0ea6b26f1d.jpg;51,79000;13,99000;1
Для детей;Девочки;413317;schmale Jeans;98% Baumwolle, 2% Elasthan.;blue used;http://www.corso.de/products/413317~schmale-Jeans.html;http://www.corso.de/images/generated/media/99ebe22e4b3ac8cdbf0cf40f967bde8.jpg;51,79000;8,11000;1
Для детей;Девочки;872492;Shorts;Mit kleinen Bundfalten und Umschlag. Mit süßem Blümchendruck. Verstellbarer Gummizug hinten bis Gr. 146, Druckknopf vorn bis Gr. 134. 100% Baumwolle.;grey denim k;http://www.corso.de/products/872492~Shorts.html;http://www.corso.de/images/generated/media/b6fb2d896019c1d991c721164031b5.jpg;47,59000;6,99000;1
Для детей;Девочки;464282;Hemd;Produkttyp: Businesshemd. Passform: Bequeme Passform. Pflegehinweise: Maschinenwäsche. Materialzusammensetzung: Obermaterial: 100% Baumwolle.;hellblau;http://www.corso.de/products/464282~Hemd.html;http://www.corso.de/images/generated/media/ed36ea919ca66d64cc383325530ebd.jpg;39,19000;8,67000;1
Для детей;Девочки;539139;Pumphose;Vielseitige Basics für jede Gelegenheit. Coole Sweathose mit breiten Rippbündchen an Taille und Saum. Super bequem macht jede Bewegung mit. In allen wichtigen Farbe vorhanden! Optik: uni. Länge: ¾. Leibhöhe: normal. Material: 100% Baumwolle. Vordertaschen: ja. Pflegehinweise: Maschinenwäsche.;rot;http://www.corso.de/products/539139~Pumphose.html;http://www.corso.de/images/generated/media/63931247894874f3b117c7ce1012ab58.jpg;37,79000;5,73000;1
Для детей;Девочки;746533;Jeggings;Bequemer Gummizug in der Taille. Taschensteppnähte vorn. Gesäßsattel. Pflegeleichte, elastische Jerseyqualität. Produkttyp: Jeggings. Qualitätshinweise: Hautfreundlich Schadstoffgeprüft. Material: Schwere Jerseyware. Passform: sehr schmale Form. Beinform: eng. Beinlänge: lang. Leibhöhe: etwas niedriger. Bund + Verschluss: Rundum-Gummizug. Taschenanzahl: ohne. Vorder- und Seitentaschen: Taschen imitiert. Gesäßtaschen: ohne. Beinabschluss: Kante abgesteppt. Optik: uni. Pflegehinweise: Maschinenwäsche. Auslieferung: liegend. Materialzusammensetzung: rot, Schwarz, Anthrazit, Blau: Obermaterial 2: 60% Baumwolle, 35% Polyester, 5% Elasthan. Blau, Gelb, Schwarz, Grün, mint, Anthrazit: Obermaterial: 60% Baumwolle, 35% Polyester, 5% Elasthan.;grün;http://www.corso.de/products/746533~Jeggings.html;http://www.corso.de/images/generated/media/1b71624f232e24b31d97bafa5fc4250.jpg;25,19000;5,17000;1
Для детей;Девочки;350628;denim pants Ü;Sehr schmale Jeans von CFL aus stretchigem Baumwolldenim mit angesagter Used-Waschung. Produkttyp: Jeans. Qualitätshinweise: Hautfreundlich Schadstoffgeprüft. Passform: Schmale Form. Beinform: schmal. Beinlänge: lang. Leibhöhe: etwas niedriger. Bund + Verschluss: Druckknopf bis Gr. 134, verstellbarer Innen-Gummizug bis Gr. 146. Taschenanzahl: 4. Vorder- und Seitentaschen: Eingriffstaschen schräg. Gesäßtaschen: Taschen aufgesetzt. Beinabschluss: Kante abgesteppt. Pflegehinweise: Maschinenwäsche. Auslieferung: liegend. Materialzusammensetzung: Obermaterial: 98% Baumwolle, 2% Elasthan. Material: Grün: Twill. grey denim, dark blue: Baumwolle, Jeans. Petrol, Hummer: Baumwolle. Optik: Grün, Petrol, Hummer: uni. grey denim, dark blue: used Optik.;petrol kids;http://www.corso.de/products/350628%7C12602K00~denim-pants-Ue.html;http://www.corso.de/images/generated/media/79df6f32ec21d3cc9db6a572eaab3cc.jpg;40,59000;6,57000;1
Для детей;Девочки;841741;Hemd;Ein moderner Klassiker: unifarbenes Hemd von Bruno Banani mit Stoffeinsätzen in Kragen und Ärmel für kontrastreiche Outfits in der Freizeit und stilvolle Eleganz beim Business. Produkttyp: Businesshemd. Passform: Taillierte Passform. Pflegehinweise: Maschinenwäsche. Materialzusammensetzung: Obermaterial: 100% Baumwolle.;lila;http://www.corso.de/products/841741%7C12802K00~Hemd.html;http://www.corso.de/images/generated/media/438bdce51ee4609d27c7b2d84f57ae0.jpg;51,79000;13,99000;1
Для детей;Девочки;843801;Hemd;Stilvolles Hemd von Bruno Banani mit modischen Multicolorstreifen in geschmackvoll aufeinander abgestimmten Farben und klassischem Kentkragen. Produkttyp: Businesshemd. Passform: Taillierte Passform. Pflegehinweise: Maschinenwäsche. Materialzusammensetzung: Obermaterial: 100% Baumwolle.;sw-lila-curr;http://www.corso.de/products/843801~Hemd.html;http://www.corso.de/images/generated/media/cca8f5986e96ce41cc22b71cc8a93ce4.jpg;65,79000;18,19000;1
Для детей;Девочки;843814;Hemd;Stilvolles Hemd von Bruno Banani mit modischen Multicolorstreifen in geschmackvoll aufeinander abgestimmten Farben und klassischem Kentkragen. Produkttyp: Businesshemd. Passform: Taillierte Passform. Pflegehinweise: Maschinenwäsche. Materialzusammensetzung: Obermaterial: 100% Baumwolle.;sw-lila-grün;http://www.corso.de/products/843814~Hemd.html;http://www.corso.de/images/generated/media/b32e19d299a3b4a5a7aac94e8db629.jpg;65,79000;18,19000;1
Для детей;Девочки;339711;Sweatshirt Sprüche;Mit angesetztem Volant am Saum und großem Sprüche-Frontdruck und Glitzersteinen. In vier tollen Farben! Aus 100% Baumwolle.;beige melier;http://www.corso.de/products/339711~Sweatshirt-Sprueche.html;http://www.corso.de/images/generated/media/d0958e5d23e45dd7a73ae88a7839d3e.jpg;33,59000;7,55000;1
Для детей;Девочки;787133;Sweatjacke;Tolle Ringel und Kuschelkapuze - ein Lieblingsteil für alle Fälle! Aus 65% Polyester, 35% Baumwolle.;lila/grau me;http://www.corso.de/products/787133~Sweatjacke.html;http://www.corso.de/images/generated/media/4949ae98e2cf80975d63abd793a785.jpg;51,79000;9,09000;1
Для детей;Девочки;560959;Capri;Produkttyp: Caprihose. Material: Web. Passform: Schmale Form. Beinform: schmal. Beinlänge: kniebedeckt. Leibhöhe: normal. Schnittdetails: Seitenschlitze. Bund + Verschluss: Druckknopf bis Gr. 134, Verstellbarer Innen-Gummizug bis Gr.158. Taschenanzahl: 5. Vorder- und Seitentaschen: Eingriffstaschen schräg, kleine Münztasche. Gesäßtaschen: Taschen aufgesetzt. Beinabschluss: Kante abgesteppt. Optik: uni. Pflegehinweise: Maschinenwäsche. Auslieferung: liegend. Materialzusammensetzung: Obermaterial: 98% Baumwolle, 2% Elasthan.;royal;http://www.corso.de/products/560959~Capri.html;http://www.corso.de/images/generated/media/f26234894a4037f9e3d66ab420839869.jpg;58,79000;8,53000;1
Для детей;Девочки;566848;Capri;Produkttyp: Caprihose. Material: Web. Passform: Schmale Form. Beinform: schmal. Beinlänge: kniebedeckt. Leibhöhe: normal. Schnittdetails: Seitenschlitze. Bund + Verschluss: Druckknopf bis Gr. 134, Verstellbarer Innen-Gummizug bis Gr.158. Taschenanzahl: 5. Vorder- und Seitentaschen: Eingriffstaschen schräg, kleine Münztasche. Gesäßtaschen: Taschen aufgesetzt. Beinabschluss: Kante abgesteppt. Optik: uni. Auslieferung: liegend. Materialzusammensetzung: Obermaterial: 98% Baumwolle, 2% Elasthan.;mint;http://www.corso.de/products/566848%7C12902K00~Capri.html;http://www.corso.de/images/generated/media/23a7b858cd784dd2d3a8462543d8a3b.jpg;58,79000;8,11000;1
Для детей;Девочки;843979;Hemd;Schönes Hemd von Bruno Banani mit doppeltem Button-down-Kragen sowie farbigen Innenseiten an Manschetten und Kragen. Produkttyp: Businesshemd. Passform: Taillierte Passform. Pflegehinweise: Maschinenwäsche. Materialzusammensetzung: Obermaterial: 100% Baumwolle.;beere;http://www.corso.de/products/843979~Hemd.html;http://www.corso.de/images/generated/media/23f772bd58e19197af63276eb43a3bb.jpg;65,79000;18,19000;1
Для детей;Девочки;554481;Hemd;Für Business und Anlass: Langarmhemd von Class International aus reiner, bügelfreier Baumwolle. Produkttyp: Businesshemd. Passform: normale Passform. Ärmellänge: Gr. 39/40 ca. 65 cm. Pflegehinweise: Maschinenwäsche. Materialzusammensetzung: Obermaterial: 100% Baumwolle.;grün;http://www.corso.de/products/554481~Hemd.html;http://www.corso.de/images/generated/media/e3f4a94fc678f3baf5a7addba4ee1523.jpg;58,79000;13,99000;1
Для детей;Девочки;401639;Hemd;Stylishes Hemd von Bruno Banani aus reiner Baumwolle mit Zierpaspeln in angesagter Kontrastfarbe. Produkttyp: Businesshemd. Material: Baumwolle. Cotton made in Africa: Mit dem Kauf unterstützen Sie den nachhaltigen Baumwollanbau. Ärmelstil: Langarm. Kragen: Kentkragen. Passform: Taillierte Passform. Manschettenarten: Manschette rund 2-Knöpfe. Verschlussart: Durchgehende Knopfleiste. Knopfart: Perlmuttoptikknopf. Gesamtlänge: Gr. 41/42 ca. 78 cm. Ärmellänge: Gr. 41/42 ca. 65 cm. Pflegehinweise: Maschinenwäsche. Auslieferung: Liegend. Materialzusammensetzung: Obermaterial: 100% Baumwolle.;türkis;http://www.corso.de/products/401639%7C12702K00~Hemd.html;http://www.corso.de/images/generated/media/4661264d13fea8b5dc45db3af8c2e5.jpg;65,79000;17,49000;1
Для детей;Девочки;110216;Ringelpullover;Modischer Ringelpullover mit farblich abgesetztem Streifen unten. 50% Baumwolle, 50% Polyacryl.;geringelt;http://www.corso.de/products/110216~Ringelpullover.html;http://www.corso.de/images/generated/media/1dbb11c983e65fef95f669ef5dc5e2d.jpg;39,19000;6,43000;1
Для детей;Девочки;433488;Hemd;Modisches Hemd von Bruno Banani mit klassischem Kentkragen und frechen Einsätzen in gestreifter Optik. Produkttyp: Businesshemd. Passform: Taillierte Passform. Pflegehinweise: Maschinenwäsche. Materialzusammensetzung: Obermaterial: 100% Baumwolle.;türkis;http://www.corso.de/products/433488%7C12702K00~Hemd.html;http://www.corso.de/images/generated/media/977811ef88bcdce93184185229c0c4e0.jpg;79,79000;20,29000;1
Для детей;Девочки;841224;Streifenhemd;Das Hemd von Bruno Banani überzeugt durch die reine bügelfreie Baumwolle sowie den doppelten Button-down-Kragen, der für modische Kontrasteinsätze sorgt. Produkttyp: Businesshemd. Material: Baumwolle. Stil: Elegant. Optik: Gemustert. Ärmelstil: Langarm. Armabschluss: Manschette. Kragen: Doppelter Button-Down-Kragen. Saum: Abgerundet. Passform: Taillierte Form. Manschettenarten: Manschette rund 2-Knöpfe. Verschlussart: Durchgehende Knopfleiste. Knopfart: Perlmuttoptikknopf. Taschen: Keine. Pflegehinweise: Maschinenwäsche. Auslieferung: Liegend. Materialzusammensetzung: Obermaterial: 100% Baumwolle.;schwarz-weiß;http://www.corso.de/products/841224~Streifenhemd.html;http://www.corso.de/images/generated/media/89302ceb2511270c954aac27f3f4bd8.jpg;65,79000;17,07000;1
Для детей;Девочки;793710;Hemd;Leicht spitzer Kentkragen, glatte Knopfleiste. Weitenregulierbare Manschette. Knitterarm. Pflegeleichte Qualität. Produkttyp: Businesshemd. Passform: normale Passform. Pflegehinweise: Maschinenwäsche. Materialzusammensetzung: Obermaterial: 65% Polyester, 35% Baumwolle.;blau;http://www.corso.de/products/793710~Hemd.html;http://www.corso.de/images/generated/media/472d9b3cd5137bdb4f342b1ba5bd654.jpg;39,19000;9,09000;1
Для детей;Девочки;793714;Hemd;Leicht spitzer Kentkragen, glatte Knopfleiste. Weitenregulierbare Manschette. Knitterarm. Pflegeleichte Qualität. Produkttyp: Businesshemd. Passform: normale Passform. Pflegehinweise: Maschinenwäsche. Materialzusammensetzung: Obermaterial: 65% Polyester, 35% Baumwolle.;anthrazit;http://www.corso.de/products/793714~Hemd.html;http://www.corso.de/images/generated/media/9cb57a8c799d944bf6974dc528b50.jpg;39,19000;9,09000;1
Для детей;Девочки;464190;Hemd;Produkttyp: Businesshemd. Passform: Bequeme Passform. Pflegehinweise: Maschinenwäsche. Materialzusammensetzung: Obermaterial: 100% Baumwolle.;hellblau;http://www.corso.de/products/464190~Hemd.html;http://www.corso.de/images/generated/media/ad4741216889bcf59c05e306d62ad47.jpg;43,39000;11,75000;1
Для детей;Мальчики;691272;5 tlg. Anzug;Die modisch-praktische Wahl für den Nachwuchs: Der fünfteilige Kinderanzug von Studio Coletti besteht aus Sakko, Hose, Weste, Plastron und Einstecktuch. Alle Teile sind aus strapazierfähigem Polyester und damit besonders formstabil. Produkttyp: Kinderanzug. Beinform: Gerade. Besondere Merkmale: Satinkontrastbesatz am Kragen, Weitenregulierung durch Rückengurt, Wendeweste. Passform: normale Passform. Pflegehinweise: Reinigung. Materialzusammensetzung: Obermaterial: 100% Polyester. Futter: 100% Polyester. Plastron: 100% Polyester. Einstecktuch: 100% Polyester.;schwarz;http://www.corso.de/products/691272~5-tlg-Anzug.html;http://www.corso.de/images/generated/media/3baa51fe2bacfc1df9282630aab6415.jpg;226,79000;44,79000;1
Для детей;Мальчики;846374;Hemd Größe 35;Das pflegeleichte Hemd von Studio Coletti im schlichten und unkomplizierten Design passt für jeden Anlass. Produkttyp: Businesshemd. Passform: Normale Passform. Pflegehinweise: Maschinenwäsche. Materialzusammensetzung: Obermaterial: 65% Baumwolle, 35% Polyester.;dunkellila;http://www.corso.de/products/846374~Hemd.html;http://www.corso.de/images/generated/media/f190e74bc8216311aaf6957fcc111d6e.jpg;65,79000;14,83000;1
Для детей;Мальчики;809370;Jeans;Coole Jeans von CFL aus reiner Baumwolle mit geradem Bein und lockerer Passform. Produkttyp: Jeans. Qualitätshinweise: Hautfreundlich Schadstoffgeprüft. Material: Baumwolle, Jeans. Passform: Basic-Form. Beinform: gerade. Beinlänge: lang. Leibhöhe: normal. Bund + Verschluss: verstellbarer Innen-Gummizug, Druckknopf bis Gr. 134. Taschenanzahl: 5. Vorder- und Seitentaschen: Eingriffstaschen seitlich, kleine Münztasche. Gesäßtaschen: Taschen aufgesetzt. Beinabschluss: Kante abgesteppt. Optik: Abriebeffekte, used Optik. Pflegehinweise: Maschinenwäsche. Auslieferung: liegend. Materialzusammensetzung: Obermaterial: 100% Baumwolle.;light blue u;http://www.corso.de/products/809370~Jeans.html;http://www.corso.de/images/generated/media/de12498d4bc790f170cdc3fc52a4a4e4.jpg;44,79000;8,11000;1
Для детей;Мальчики;888030;Shorts;CFL Kurzbermudas für Jungen. Lässiger Style mit zwei Eingrifftaschen vorn und zwei aufgesetzten Taschen hinten. Innen verstellbarer Bund bis Gr. 146 und Druckknopf vorn bis Gr. 134. Länge: kniefrei. Robuste Qualität aus 100% Baumwolle.;grey denim;http://www.corso.de/products/888030~Shorts.html;http://www.corso.de/images/generated/media/276885b03a1385edee7d6439121544.jpg;34,99000;6,99000;1
Для детей;Мальчики;815930;SCOUT Shorts;Für Jungen, mit coolen Cargo Taschen. Innen verstellbarer Bund bis Größe 146. 100% Baumwolle.;schwarz karo;http://www.corso.de/products/815930~SCOUT-Shorts.html;http://www.corso.de/images/generated/media/0ff189a63e8194c3fbbd34691b4b462.jpg;51,79000;8,53000;1
